P,DB,Issue,Type,Q,Answer,Time,SGLT,mental,physical,temporal,performance,effort,frustration,avg_others,avg_all
fbe432f807f98082ec2444500ca735c1,3,Order&Grouping,Baseline,2,1,1.62,4,3,2,6,9,4,12,5.4,6.00
fbe432f807f98082ec2444500ca735c1,1,InforOverload,Baseline,2,1,0.48,4,2,1,3,11,3,14,4.6,5.67
fbe432f807f98082ec2444500ca735c1,1,InforOverload,Baseline,1,0,0.98,4,2,3,3,10,4,14,5.2,6.00
fbe432f807f98082ec2444500ca735c1,8,DataUnderstanding,Intervention,1,0,0.47,4,5,2,4,9,4,14,5.8,6.33
fbe432f807f98082ec2444500ca735c1,5,DataPresentation,Baseline,1,1,1.10,4,3,1,3,10,3,17,5.4,6.17
fbe432f807f98082ec2444500ca735c1,2,InforOverload,Intervention,1,1,0.70,4,2,1,2,10,4,13,4.4,5.33
fbe432f807f98082ec2444500ca735c1,6,DataPresentation,Intervention,1,1,1.03,4,3,2,5,11,5,15,6,6.83
fbe432f807f98082ec2444500ca735c1,7,DataUnderstanding,Baseline,2,1,1.00,4,3,2,5,10,3,15,5.6,6.33
fbe432f807f98082ec2444500ca735c1,4,Order&Grouping,Intervention,2,0,0.58,4,2,2,5,12,6,18,6.6,7.50
201f5b7c04e5b51e09b687196b7ed329,1,InforOverload,Baseline,1,1,0.62,2,10,10,12,12,10,8,10.00,10.33
201f5b7c04e5b51e09b687196b7ed329,2,InforOverload,Intervention,2,0,0.57,2,10,10,10,15,11,12,10.6,11.33
201f5b7c04e5b51e09b687196b7ed329,3,Order&Grouping,Baseline,2,0,1.00,2,7,13,8,2,9,17,10.8,9.33
201f5b7c04e5b51e09b687196b7ed329,8,DataUnderstanding,Intervention,2,1,1.50,2,9,14,10,18,9,4,9.2,10.67
201f5b7c04e5b51e09b687196b7ed329,6,DataPresentation,Intervention,2,1,1.38,2,10,8,14,14,11,2,9,9.83
201f5b7c04e5b51e09b687196b7ed329,4,Order&Grouping,Intervention,1,0,0.75,2,12,12,17,2,8,18,13.4,11.50
201f5b7c04e5b51e09b687196b7ed329,7,DataUnderstanding,Baseline,2,1,1.53,2,8,8,13,16,12,8,9.8,10.83
201f5b7c04e5b51e09b687196b7ed329,5,DataPresentation,Baseline,2,0,0.60,2,4,4,4,12,14,1,5.4,6.50
201f5b7c04e5b51e09b687196b7ed329,8,DataUnderstanding,Intervention,1,0,1.95,2,17,18,16,1,7,19,15.4,13.00
201f5b7c04e5b51e09b687196b7ed329,3,Order&Grouping,Baseline,1,1,1.08,2,8,9,8,16,11,1,7.4,8.83
201f5b7c04e5b51e09b687196b7ed329,7,DataUnderstanding,Baseline,1,1,1.50,2,8,8,8,18,9,2,7,8.83
201f5b7c04e5b51e09b687196b7ed329,6,DataPresentation,Intervention,1,1,1.00,2,9,10,4,17,3,2,5.6,7.50
201f5b7c04e5b51e09b687196b7ed329,5,DataPresentation,Baseline,1,1,0.78,2,7,8,7,19,2,2,5.2,7.50
201f5b7c04e5b51e09b687196b7ed329,4,Order&Grouping,Intervention,2,0,0.93,2,18,20,20,6,17,12,17.4,15.50
201f5b7c04e5b51e09b687196b7ed329,2,InforOverload,Intervention,1,1,0.82,2,12,6,6,17,9,1,6.8,8.50
201f5b7c04e5b51e09b687196b7ed329,1,InforOverload,Baseline,2,0,0.87,2,13,5,6,18,5,1,6,8.00
273e84df5345b38feb16e67a5c89eba4,3,Order&Grouping,Baseline,1,0,5.45,2,12.00,2,8,18,10,6,7.60,9.33
273e84df5345b38feb16e67a5c89eba4,2,InforOverload,Intervention,1,1,3.77,2,8.00,2,4,16,4,0,3.60,5.67
273e84df5345b38feb16e67a5c89eba4,2,InforOverload,Intervention,2,0,3.72,2,12.00,2,6,16,6,1,5.40,7.17
273e84df5345b38feb16e67a5c89eba4,1,InforOverload,Baseline,2,1,3.47,2,14.00,2,2,15,5,1,4.80,6.50
273e84df5345b38feb16e67a5c89eba4,3,Order&Grouping,Baseline,2,1,6.35,2,14.00,4,4,12,8,4,6.80,7.67
273e84df5345b38feb16e67a5c89eba4,7,DataUnderstanding,Baseline,2,1,4.05,2,8.00,1,4,16,2,0,3.00,5.17
273e84df5345b38feb16e67a5c89eba4,8,DataUnderstanding,Intervention,2,1,4.65,2,8.00,1,4,12,2,1,3.20,4.67
273e84df5345b38feb16e67a5c89eba4,6,DataPresentation,Intervention,2,0,3.80,2,10.00,1,4,8,6,4,5.00,5.50
273e84df5345b38feb16e67a5c89eba4,5,DataPresentation,Baseline,1,0,2.85,2,10.00,2,2,16,2,1,3.40,5.50
273e84df5345b38feb16e67a5c89eba4,7,DataUnderstanding,Baseline,1,1,4.40,2,8.00,1,4,14,4,2,3.80,5.50
273e84df5345b38feb16e67a5c89eba4,8,DataUnderstanding,Intervention,1,0,4.68,2,12.00,1,4,10,4,2,4.60,5.50
273e84df5345b38feb16e67a5c89eba4,1,InforOverload,Baseline,1,0,1.03,2,4.00,1,1,14,2,0,1.60,3.67
273e84df5345b38feb16e67a5c89eba4,4,Order&Grouping,Intervention,1,0,3.77,2,8.00,2,2,12,4,1,3.40,4.83
273e84df5345b38feb16e67a5c89eba4,4,Order&Grouping,Intervention,2,0,5.42,2,8.00,1,4,15,4,1,3.60,5.50
273e84df5345b38feb16e67a5c89eba4,5,DataPresentation,Baseline,2,0,2.58,2,10.00,3,4,12,6,2,5.00,6.17
273e84df5345b38feb16e67a5c89eba4,6,DataPresentation,Intervention,1,0,1.55,2,6.00,1,1,14,1,1,2.00,4.00
4e153cb3abef0aeab1575b2523d8ceeb,3,Order&Grouping,Baseline,1,0,6.25,1,1,1,2,18,2,2,1.60,4.33
4e153cb3abef0aeab1575b2523d8ceeb,3,Order&Grouping,Baseline,2,0,4.57,1,8,4,12,6,14,18,11.2,10.33
4e153cb3abef0aeab1575b2523d8ceeb,6,DataPresentation,Intervention,2,1,3.18,1,16,8,10,2,16,18,13.6,11.67
4e153cb3abef0aeab1575b2523d8ceeb,2,InforOverload,Intervention,2,0,6.00,1,4,6,12,20,6,4,6.4,8.67
4e153cb3abef0aeab1575b2523d8ceeb,5,DataPresentation,Baseline,1,1,1.90,1,2,0,2,20,1,1,1.2,4.33
4e153cb3abef0aeab1575b2523d8ceeb,1,InforOverload,Baseline,1,0,1.28,1,1,1,1,20,1,1,1,4.17
4e153cb3abef0aeab1575b2523d8ceeb,6,DataPresentation,Intervention,1,1,2.68,1,1,4,1,18,2,1,1.8,4.50
4e153cb3abef0aeab1575b2523d8ceeb,2,InforOverload,Intervention,1,1,1.77,1,4,1,2,18,2,2,2.2,4.83
4e153cb3abef0aeab1575b2523d8ceeb,1,InforOverload,Baseline,2,1,1.47,1,4,4,6,20,4,2,4,6.67
4e153cb3abef0aeab1575b2523d8ceeb,8,DataUnderstanding,Intervention,1,0,4.00,1,6,8,10,6,12,8,8.8,8.33
4e153cb3abef0aeab1575b2523d8ceeb,8,DataUnderstanding,Intervention,2,1,2.77,1,10,10,12,6,14,10,11.2,10.33
4e153cb3abef0aeab1575b2523d8ceeb,4,Order&Grouping,Intervention,1,1,2.13,1,6,10,12,16,10,6,8.8,10.00
4e153cb3abef0aeab1575b2523d8ceeb,7,DataUnderstanding,Baseline,1,0,2.78,1,10,14,14,18,14,8,12,13.00
4e153cb3abef0aeab1575b2523d8ceeb,7,DataUnderstanding,Baseline,2,0,4.62,1,8,10,10,12,8,4,8,8.67
4e153cb3abef0aeab1575b2523d8ceeb,4,Order&Grouping,Intervention,2,1,3.63,1,12,10,8,14,8,8,9.2,10.00
4e153cb3abef0aeab1575b2523d8ceeb,5,DataPresentation,Baseline,2,1,0.92,1,4,2,1,18,16,1,4.8,7.00
573054f39897e544151e5794bd771564,4,Order&Grouping,Intervention,2,0,1.67,1,15,15,16,15,10,5,12.20,12.67
573054f39897e544151e5794bd771564,1,InforOverload,Baseline,2,0,0.42,1,3,5,3,18,5,4,4,6.33
573054f39897e544151e5794bd771564,7,DataUnderstanding,Baseline,2,0,0.47,1,16,16,16,12,17,13,15.6,15.00
573054f39897e544151e5794bd771564,3,Order&Grouping,Baseline,1,1,0.98,1,5,7,4,11,4,6,5.2,6.17
573054f39897e544151e5794bd771564,2,InforOverload,Intervention,1,1,0.47,1,6,4,5,17,7,2,4.8,6.83
573054f39897e544151e5794bd771564,6,DataPresentation,Intervention,2,1,0.53,1,5,5,5,16,5,5,5,6.83
573054f39897e544151e5794bd771564,8,DataUnderstanding,Intervention,2,1,1.70,1,16,15,16,7,12,13,14.4,13.17
573054f39897e544151e5794bd771564,8,DataUnderstanding,Intervention,1,0,0.73,1,16,16,17,2,18,17,16.8,14.33
573054f39897e544151e5794bd771564,1,InforOverload,Baseline,1,0,0.53,1,9,8,9,17,2,5,6.6,8.33
573054f39897e544151e5794bd771564,3,Order&Grouping,Baseline,2,0,0.57,1,8,18,18,6,17,8,13.8,12.50
573054f39897e544151e5794bd771564,2,InforOverload,Intervention,2,0,0.55,1,14,9,6,16,5,9,8.6,9.83
573054f39897e544151e5794bd771564,7,DataUnderstanding,Baseline,1,1,0.92,1,12,10,13,14,10,6,10.2,10.83
573054f39897e544151e5794bd771564,5,DataPresentation,Baseline,1,1,0.87,1,3,3,3,16,3,3,3,5.17
573054f39897e544151e5794bd771564,5,DataPresentation,Baseline,2,1,0.50,1,13,11,14,17,4,7,9.8,11.00
573054f39897e544151e5794bd771564,4,Order&Grouping,Intervention,1,0,1.18,1,11,19,11,18,15,4,12,13.00
573054f39897e544151e5794bd771564,6,DataPresentation,Intervention,1,1,0.67,1,7,10,10,14,15,7,9.8,10.50
5d96bd3788fa28186c8b16577619a486,5,DataPresentation,Baseline,1,0,3.23,3,12,7,15,18,9,12,11.00,12.17
5d96bd3788fa28186c8b16577619a486,4,Order&Grouping,Intervention,1,0,12.23,3,15,9,3,17,14,15,11.2,12.17
5d96bd3788fa28186c8b16577619a486,7,DataUnderstanding,Baseline,1,1,7.22,3,5,5,16,8,6,15,9.4,9.17
5d96bd3788fa28186c8b16577619a486,8,DataUnderstanding,Intervention,1,0,5.68,3,10,10,5,17,11,14,10,11.17
5d96bd3788fa28186c8b16577619a486,4,Order&Grouping,Intervention,2,0,12.65,3,13,7,8,6,8,12,9.6,9.00
5d96bd3788fa28186c8b16577619a486,2,InforOverload,Intervention,2,0,8.08,3,5,6,8,16,6,16,8.2,9.50
5d96bd3788fa28186c8b16577619a486,5,DataPresentation,Baseline,2,0,5.88,3,6,7,5,18,3,6,5.4,7.50
5d96bd3788fa28186c8b16577619a486,1,InforOverload,Baseline,2,1,1.70,3,2,3,12,19,4,4,5,7.33
5d96bd3788fa28186c8b16577619a486,8,DataUnderstanding,Intervention,2,0,8.88,3,5,5,6,18,2,6,4.8,7.00
5d96bd3788fa28186c8b16577619a486,3,Order&Grouping,Baseline,2,1,7.98,3,9,9,7,15,11,12,9.6,10.50
5d96bd3788fa28186c8b16577619a486,1,InforOverload,Baseline,1,0,3.87,3,9,7,7,18,10,7,8,9.67
5d96bd3788fa28186c8b16577619a486,7,DataUnderstanding,Baseline,2,0,5.08,3,6,7,7,19,7,9,7.2,9.17
5d96bd3788fa28186c8b16577619a486,2,InforOverload,Intervention,1,1,2.23,3,4,3,14,18,10,12,8.6,10.17
5d96bd3788fa28186c8b16577619a486,3,Order&Grouping,Baseline,1,1,1.78,3,5,7,16,19,7,12,9.4,11.00
5d96bd3788fa28186c8b16577619a486,6,DataPresentation,Intervention,1,1,2.72,3,6,4,13,19,5,8,7.2,9.17
5d96bd3788fa28186c8b16577619a486,6,DataPresentation,Intervention,2,0,2.93,3,6,6,11,17,8,8,7.8,9.33
8bcb631543bfb681dca61a3007a11caf,6,DataPresentation,Intervention,2,1,5.43,4,4,2,1,20,2,0,1.80,4.83
8bcb631543bfb681dca61a3007a11caf,4,Order&Grouping,Intervention,2,0,7.97,4,10,8,6,6,12,7,8.6,8.17
8bcb631543bfb681dca61a3007a11caf,5,DataPresentation,Baseline,1,1,3.52,4,6,4,4,16,7,3,4.8,6.67
8bcb631543bfb681dca61a3007a11caf,1,InforOverload,Baseline,2,1,4.78,4,8,6,4,18,10,4,6.4,8.33
8bcb631543bfb681dca61a3007a11caf,3,Order&Grouping,Baseline,1,0,6.07,4,8,8,4,16,7,7,6.8,8.33
8bcb631543bfb681dca61a3007a11caf,6,DataPresentation,Intervention,1,1,8.48,4,11,9,4,10,16,10,10,10.00
8bcb631543bfb681dca61a3007a11caf,7,DataUnderstanding,Baseline,1,1,3.93,4,4,3,2,20,4,1,2.8,5.67
8bcb631543bfb681dca61a3007a11caf,4,Order&Grouping,Intervention,1,0,4.37,4,6,9,4,17,7,2,5.6,7.50
8bcb631543bfb681dca61a3007a11caf,8,DataUnderstanding,Intervention,2,0,3.23,4,4,5,3,18,3,2,3.4,5.83
8bcb631543bfb681dca61a3007a11caf,1,InforOverload,Baseline,1,0,2.60,4,4,5,3,19,4,2,3.6,6.17
8bcb631543bfb681dca61a3007a11caf,2,InforOverload,Intervention,2,1,5.10,4,14,12,6,10,12,10,10.8,10.67
8bcb631543bfb681dca61a3007a11caf,2,InforOverload,Intervention,1,1,3.02,4,8,4,5,19,7,4,5.6,7.83
8bcb631543bfb681dca61a3007a11caf,7,DataUnderstanding,Baseline,2,0,3.93,4,14,10,6,18,14,8,10.4,11.67
8bcb631543bfb681dca61a3007a11caf,8,DataUnderstanding,Intervention,1,1,1.98,4,12,7,4,18,10,2,7,8.83
8bcb631543bfb681dca61a3007a11caf,5,DataPresentation,Baseline,2,1,2.48,4,11,7,5,19,11,2,7.2,9.17
8bcb631543bfb681dca61a3007a11caf,3,Order&Grouping,Baseline,2,0,1.93,4,7,2,4,19,2,2,3.4,6.00
d242d66d2fb1847144fcb3ef3b1af6ad,8,DataUnderstanding,Intervention,2,1,4.30,0,6,0,1,20,3,0,2.00,5.00
d242d66d2fb1847144fcb3ef3b1af6ad,1,InforOverload,Baseline,1,0,3.17,0,0,0,1,20,0,0,0.2,3.50
d242d66d2fb1847144fcb3ef3b1af6ad,2,InforOverload,Intervention,2,0,5.23,0,3,0,2,10,2,7,2.8,4.00
d242d66d2fb1847144fcb3ef3b1af6ad,5,DataPresentation,Baseline,2,1,5.38,0,2,0,1,20,1,0,0.8,4.00
d242d66d2fb1847144fcb3ef3b1af6ad,5,DataPresentation,Baseline,1,0,1.82,0,0,0,0,20,0,0,0,3.33
d242d66d2fb1847144fcb3ef3b1af6ad,8,DataUnderstanding,Intervention,1,0,7.30,0,5,0,2,16,4,10,4.2,6.17
d242d66d2fb1847144fcb3ef3b1af6ad,1,InforOverload,Baseline,2,1,6.32,0,4,0,3,18,3,4,2.8,5.33
d242d66d2fb1847144fcb3ef3b1af6ad,3,Order&Grouping,Baseline,2,0,3.85,0,4,0,3,16,3,5,3,5.17
d242d66d2fb1847144fcb3ef3b1af6ad,4,Order&Grouping,Intervention,2,1,2.93,0,2,0,1,19,0,5,1.6,4.50
d242d66d2fb1847144fcb3ef3b1af6ad,2,InforOverload,Intervention,1,1,2.87,0,1,0,2,17,1,12,3.2,5.50
d242d66d2fb1847144fcb3ef3b1af6ad,3,Order&Grouping,Baseline,1,1,3.67,0,2,0,2,20,0,4,1.6,4.67
d242d66d2fb1847144fcb3ef3b1af6ad,6,DataPresentation,Intervention,2,0,7.53,0,3,0,1,19,1,1,1.2,4.17
d242d66d2fb1847144fcb3ef3b1af6ad,6,DataPresentation,Intervention,1,1,1.42,0,1,0,1,20,1,0,0.6,3.83
d242d66d2fb1847144fcb3ef3b1af6ad,7,DataUnderstanding,Baseline,1,1,2.55,0,0,0,0,20,0,0,0,3.33
d242d66d2fb1847144fcb3ef3b1af6ad,4,Order&Grouping,Intervention,1,1,3.82,0,1,0,2,20,1,3,1.4,4.50
d242d66d2fb1847144fcb3ef3b1af6ad,7,DataUnderstanding,Baseline,2,1,3.63,0,3,0,3,12,2,14,4.4,5.67
dd67ef251854b6bd3e53c5a7e3e32946,4,Order&Grouping,Intervention,1,0,3.70,2,6,8,6,20,2,0,4.40,7.00
dd67ef251854b6bd3e53c5a7e3e32946,1,InforOverload,Baseline,2,1,1.67,2,4,2,2,20,1,0,1.8,4.83
dd67ef251854b6bd3e53c5a7e3e32946,3,Order&Grouping,Baseline,2,0,0.72,2,6,4,2,20,2,0,2.8,5.67
dd67ef251854b6bd3e53c5a7e3e32946,6,DataPresentation,Intervention,2,1,3.87,2,6,4,4,20,2,0,3.2,6.00
dd67ef251854b6bd3e53c5a7e3e32946,1,InforOverload,Baseline,1,0,1.48,2,3,1,1,20,1,0,1.2,4.33
dd67ef251854b6bd3e53c5a7e3e32946,4,Order&Grouping,Intervention,2,1,0.55,2,4,2,2,20,1,0,1.8,4.83
dd67ef251854b6bd3e53c5a7e3e32946,7,DataUnderstanding,Baseline,2,1,2.58,2,2,2,2,20,1,0,1.4,4.50
dd67ef251854b6bd3e53c5a7e3e32946,3,Order&Grouping,Baseline,1,0,1.08,2,1,1,1,20,0,0,0.6,3.83
dd67ef251854b6bd3e53c5a7e3e32946,6,DataPresentation,Intervention,1,1,1.68,2,2,2,1,20,0,0,1,4.17
dd67ef251854b6bd3e53c5a7e3e32946,7,DataUnderstanding,Baseline,1,1,1.43,2,2,2,1,20,0,0,1,4.17
dd67ef251854b6bd3e53c5a7e3e32946,5,DataPresentation,Baseline,1,0,1.22,2,2,2,1,20,0,0,1,4.17
dd67ef251854b6bd3e53c5a7e3e32946,8,DataUnderstanding,Intervention,2,1,1.63,2,2,2,1,20,0,0,1,4.17
dd67ef251854b6bd3e53c5a7e3e32946,8,DataUnderstanding,Intervention,1,0,2.73,2,2,4,4,20,2,0,2.4,5.33
dd67ef251854b6bd3e53c5a7e3e32946,5,DataPresentation,Baseline,2,0,1.40,2,2,2,1,20,1,0,1.2,4.33
dd67ef251854b6bd3e53c5a7e3e32946,2,InforOverload,Intervention,1,1,0.63,2,2,1,1,20,0,0,0.8,4.00
dd67ef251854b6bd3e53c5a7e3e32946,2,InforOverload,Intervention,2,1,0.88,2,4,3,3,20,0,0,2,5.00
2eeb41c16b5c07e1794c94fea744e76c,2,InforOverload,Intervention,2,1,8.40,1,2,2,0,20,6,2,2.40,5.33
2eeb41c16b5c07e1794c94fea744e76c,3,Order&Grouping,Baseline,2,0,6.30,1,4,2,0,18,5,3,2.8,5.33
2eeb41c16b5c07e1794c94fea744e76c,8,DataUnderstanding,Intervention,2,1,2.95,1,1,1,0,20,1,1,0.8,4.00
2eeb41c16b5c07e1794c94fea744e76c,2,InforOverload,Intervention,1,1,2.25,1,1,1,0,20,0,0,0.4,3.67
2eeb41c16b5c07e1794c94fea744e76c,7,DataUnderstanding,Baseline,1,0,4.98,1,1,1,0,18,1,2,1,3.83
2eeb41c16b5c07e1794c94fea744e76c,4,Order&Grouping,Intervention,1,0,3.17,1,1,1,0,20,1,2,1,4.17
2eeb41c16b5c07e1794c94fea744e76c,5,DataPresentation,Baseline,2,1,3.97,1,2,2,0,20,2,0,1.2,4.33
2eeb41c16b5c07e1794c94fea744e76c,7,DataUnderstanding,Baseline,2,0,2.80,1,2,1,0,18,2,2,1.4,4.17
2eeb41c16b5c07e1794c94fea744e76c,5,DataPresentation,Baseline,1,0,3.08,1,1,1,0,20,1,1,0.8,4.00
2eeb41c16b5c07e1794c94fea744e76c,1,InforOverload,Baseline,1,0,2.55,1,1,1,0,20,2,0,0.8,4.00
2eeb41c16b5c07e1794c94fea744e76c,4,Order&Grouping,Intervention,2,0,7.17,1,4,4,0,10,6,10,4.8,5.67
2eeb41c16b5c07e1794c94fea744e76c,3,Order&Grouping,Baseline,1,0,2.33,1,2,2,0,19,2,2,1.6,4.50
2eeb41c16b5c07e1794c94fea744e76c,8,DataUnderstanding,Intervention,1,0,9.05,1,5,3,0,16,5,4,3.4,5.50
2eeb41c16b5c07e1794c94fea744e76c,1,InforOverload,Baseline,2,1,5.78,1,1,1,0,20,1,0,0.6,3.83
2eeb41c16b5c07e1794c94fea744e76c,6,DataPresentation,Intervention,2,1,0.90,1,1,1,0,20,1,0,0.6,3.83
2eeb41c16b5c07e1794c94fea744e76c,6,DataPresentation,Intervention,1,0,1.58,1,1,1,0,20,1,0,0.6,3.83
b225ee071f1c5a344d2d97c715b0eeea,1,InforOverload,Baseline,2,1,5.70,4,2,6,0,18,4,4,3.20,5.67
b225ee071f1c5a344d2d97c715b0eeea,8,DataUnderstanding,Intervention,1,1,6.53,4,10,8,6,18,8,4,7.2,9.00
b225ee071f1c5a344d2d97c715b0eeea,5,DataPresentation,Baseline,1,1,3.93,4,2,2,2,18,2,0,1.6,4.33
b225ee071f1c5a344d2d97c715b0eeea,4,Order&Grouping,Intervention,2,1,9.35,4,12,4,10,12,10,8,8.8,9.33
b225ee071f1c5a344d2d97c715b0eeea,5,DataPresentation,Baseline,2,0,10.75,4,14,20,6,18,18,18,15.2,15.67
b225ee071f1c5a344d2d97c715b0eeea,1,InforOverload,Baseline,1,0,3.68,4,8,2,4,8,2,12,5.6,6.00
b225ee071f1c5a344d2d97c715b0eeea,6,DataPresentation,Intervention,2,1,8.23,4,10,14,6,10,10,12,10.4,10.33
b225ee071f1c5a344d2d97c715b0eeea,7,DataUnderstanding,Baseline,2,1,4.48,4,8,5,2,14,4,2,4.2,5.83
b225ee071f1c5a344d2d97c715b0eeea,4,Order&Grouping,Intervention,1,0,1.73,4,2,2,2,18,2,0,1.6,4.33
b225ee071f1c5a344d2d97c715b0eeea,6,DataPresentation,Intervention,1,1,1.95,4,4,2,2,14,2,0,2,4.00
b225ee071f1c5a344d2d97c715b0eeea,3,Order&Grouping,Baseline,1,1,2.93,4,4,8,2,2,2,0,3.2,3.00
b225ee071f1c5a344d2d97c715b0eeea,3,Order&Grouping,Baseline,2,1,16.67,4,6,2,2,10,6,0,3.2,4.33
b225ee071f1c5a344d2d97c715b0eeea,2,InforOverload,Intervention,2,0,12.12,4,4,4,0,16,2,0,2,4.33
b225ee071f1c5a344d2d97c715b0eeea,8,DataUnderstanding,Intervention,2,1,2.20,4,2,2,0,18,4,0,1.6,4.33
b225ee071f1c5a344d2d97c715b0eeea,7,DataUnderstanding,Baseline,1,1,3.77,4,4,2,0,18,2,0,1.6,4.33
b225ee071f1c5a344d2d97c715b0eeea,2,InforOverload,Intervention,1,0,1.63,4,1,1,0,18,1,0,0.6,3.50
19e75b7a56108907ab60668869aeef71,7,DataUnderstanding,Baseline,2,0,17.70,4,2,0,6,0,6,20,6.80,5.67
19e75b7a56108907ab60668869aeef71,5,DataPresentation,Baseline,2,1,6.05,4,1,0,2,12,4,10,3.4,4.83
19e75b7a56108907ab60668869aeef71,1,InforOverload,Baseline,2,1,3.72,4,0,0,2,14,2,4,1.6,3.67
19e75b7a56108907ab60668869aeef71,3,Order&Grouping,Baseline,2,1,4.02,4,2,0,3,8,3,4,2.4,3.33
19e75b7a56108907ab60668869aeef71,4,Order&Grouping,Intervention,1,1,2.98,4,0,0,2,12,2,3,1.4,3.17
19e75b7a56108907ab60668869aeef71,8,DataUnderstanding,Intervention,2,1,2.97,4,1,0,1,16,1,2,1,3.50
19e75b7a56108907ab60668869aeef71,8,DataUnderstanding,Intervention,1,1,5.87,4,4,0,1,14,2,6,2.6,4.50
19e75b7a56108907ab60668869aeef71,2,InforOverload,Intervention,1,1,10.95,4,0,0,0,16,1,4,1,3.50
19e75b7a56108907ab60668869aeef71,1,InforOverload,Baseline,1,0,4.72,4,0,0,0,18,1,2,0.6,3.50
19e75b7a56108907ab60668869aeef71,3,Order&Grouping,Baseline,1,1,3.22,4,0,0,0,20,1,1,0.4,3.67
19e75b7a56108907ab60668869aeef71,7,DataUnderstanding,Baseline,1,1,2.90,4,0,0,0,14,1,6,1.4,3.50
19e75b7a56108907ab60668869aeef71,4,Order&Grouping,Intervention,2,0,8.13,4,0,0,2,10,0,14,3.2,4.33
19e75b7a56108907ab60668869aeef71,5,DataPresentation,Baseline,1,0,2.28,4,0,0,0,16,0,2,0.4,3.00
19e75b7a56108907ab60668869aeef71,6,DataPresentation,Intervention,1,1,7.47,4,0,0,0,18,0,2,0.4,3.33
19e75b7a56108907ab60668869aeef71,6,DataPresentation,Intervention,2,0,5.82,4,0,0,0,18,0,8,1.6,4.33
19e75b7a56108907ab60668869aeef71,2,InforOverload,Intervention,2,1,4.57,4,0,0,0,10,4,14,3.6,4.67
50e34775d8678fa3fe27b491dc56d56a,6,DataPresentation,Intervention,2,1,13.37,3,2,2,1,15,1,1,1.40,3.67
50e34775d8678fa3fe27b491dc56d56a,5,DataPresentation,Baseline,2,1,20.20,3,1,1,1,15,1,1,1,3.33
50e34775d8678fa3fe27b491dc56d56a,2,InforOverload,Intervention,2,1,19.48,3,1,1,1,15,1,1,1,3.33
50e34775d8678fa3fe27b491dc56d56a,4,Order&Grouping,Intervention,2,0,21.40,3,5,1,1,15,1,1,1.8,4.00
50e34775d8678fa3fe27b491dc56d56a,8,DataUnderstanding,Intervention,1,0,18.42,3,2,2,1,15,1,1,1.4,3.67
50e34775d8678fa3fe27b491dc56d56a,8,DataUnderstanding,Intervention,2,0,5.98,3,1,1,1,15,1,1,1,3.33
50e34775d8678fa3fe27b491dc56d56a,1,InforOverload,Baseline,2,1,19.25,3,1,1,1,15,1,1,1,3.33
50e34775d8678fa3fe27b491dc56d56a,3,Order&Grouping,Baseline,1,1,8.00,3,1,1,1,15,1,1,1,3.33
50e34775d8678fa3fe27b491dc56d56a,1,InforOverload,Baseline,1,0,7.30,3,1,1,1,15,1,1,1,3.33
50e34775d8678fa3fe27b491dc56d56a,6,DataPresentation,Intervention,1,1,2.68,3,1,1,1,15,1,1,1,3.33
50e34775d8678fa3fe27b491dc56d56a,7,DataUnderstanding,Baseline,2,1,5.25,3,2,1,1,15,1,2,1.4,3.67
50e34775d8678fa3fe27b491dc56d56a,4,Order&Grouping,Intervention,1,1,25.53,3,1,1,1,15,1,1,1,3.33
50e34775d8678fa3fe27b491dc56d56a,7,DataUnderstanding,Baseline,1,1,2.77,3,1,1,1,15,1,1,1,3.33
50e34775d8678fa3fe27b491dc56d56a,5,DataPresentation,Baseline,1,1,6.10,3,1,1,1,15,1,1,1,3.33
50e34775d8678fa3fe27b491dc56d56a,2,InforOverload,Intervention,1,1,22.63,3,1,1,1,15,1,1,1,3.33
50e34775d8678fa3fe27b491dc56d56a,3,Order&Grouping,Baseline,2,1,15.57,3,1,1,1,15,1,1,1,3.33
f146aa466b53b8332598d7a7bfca9d4c,1,InforOverload,Baseline,1,0,5.32,2,8,1,1,18,4,1,3.00,5.50
f146aa466b53b8332598d7a7bfca9d4c,5,DataPresentation,Baseline,2,0,6.10,2,12,0,4,20,14,0,6,8.33
f146aa466b53b8332598d7a7bfca9d4c,1,InforOverload,Baseline,2,1,2.57,2,6,0,1,20,4,0,2.2,5.17
f146aa466b53b8332598d7a7bfca9d4c,5,DataPresentation,Baseline,1,0,2.32,2,4,0,1,12,4,1,2,3.67
f146aa466b53b8332598d7a7bfca9d4c,6,DataPresentation,Intervention,2,0,4.12,2,10,1,1,19,8,0,4,6.50
f146aa466b53b8332598d7a7bfca9d4c,2,InforOverload,Intervention,1,0,3.28,2,13,0,6,0,13,20,10.4,8.67
f146aa466b53b8332598d7a7bfca9d4c,3,Order&Grouping,Baseline,1,0,3.07,2,10,0,0,0,9,20,7.8,6.50
f146aa466b53b8332598d7a7bfca9d4c,7,DataUnderstanding,Baseline,2,1,4.38,2,9,0,1,16,16,0,5.2,7.00
f146aa466b53b8332598d7a7bfca9d4c,2,InforOverload,Intervention,2,1,6.90,2,19,1,2,12,20,0,8.4,9.00
f146aa466b53b8332598d7a7bfca9d4c,4,Order&Grouping,Intervention,1,0,3.78,2,8,0,0,20,9,0,3.4,6.17
